category,question_id,question,answer,score
HR,q6,Describe a challenge you faced and how you handled it.,"I would say that in a recent research project, i struggled with organizing massive amounts of data on digital well-being. to handle it, i implemented a structured categorization system and used project management tools to break the data into manageable themes. this turned a chaotic workflow into a clear, academic structure, ensuring the paper stayed on track and met every deadline.",2
HR,q6,Describe a challenge you faced and how you handled it.,"In a recent research project, with organizing massive of data on well-being. To handle it, I implemented a structured categorization system and used project management tools to break the data into manageable themes. This turned a chaotic workflow into clear, academic structure, the paper stayed on track met every",2
HR,q6,Describe a challenge you faced and how you handled it.,"""I faced a very tight deadline for a report on cyberbullying. I handled it by cutting out distractions and working extra hours until it was finished. It was stressful, but I learned that staying focused and managing my time better is the way to get through heavy workloads without losing quality.",1
HR,q6,Describe a challenge you faced and how you handled it.,"I would say that ""i once faced a very tight deadline for a report on cyberbullying. i handled it by cutting out distractions and working extra hours until it was finished. it was stressful, but i learned that staying focused and managing my time better is the only way to get through heavy workloads without losing quality.",1
HR,q6,Describe a challenge you faced and how you handled it.,"""I once faced a very tight deadline for a report on cyberbullying. I handled it by cutting out distractions and working extra hours until it was finished. It was stressful, but I learned that staying focused and managing my time better is the only way to get through heavy workloads without losing quality.",1
HR,q6,Describe a challenge you faced and how you handled it.,"""I once faced a very tight deadline for a report on cyberbullying. I handled it by cutting out distractions and working extra hours until it was finished. It was stressful, but I learned that staying focused and managing my time better means the only way to get through heavy workloads without losing quality.",1
HR,q6,Describe a challenge you faced and how you handled it.,"""i once faced a very tight deadline for a report on cyberbullying i handled it by cutting out distractions and working extra hours until it was finished it was stressful but i learned that staying focused and managing my time better is the only way to get through heavy workloads without losing quality",1
HR,q6,Describe a challenge you faced and how you handled it.,"I had a difficult teammate who wasn't doing any of their work. I basically ended up doing the whole project myself because I didn't want to fail. I handled it by just staying quiet and finishing it, but I made sure to tell the boss later that I did all the work.",0
HR,q6,Describe a challenge you faced and how you handled it.,i had a difficult teammate who wasn't doing any of their work i basically ended up doing the whole project myself because i didn't want to fail i handled it by just staying quiet and finishing it but i made sure to tell the boss later that i did all the work,0
HR,q6,Describe a challenge you faced and how you handled it.,"I had a difficult teammate who any of their work. I basically ended up doing the project myself I didn't want fail. I handled it by just staying quiet and finishing it, but I made sure to tell the boss later that I did all the work.",0
HR,q6,Describe a challenge you faced and how you handled it.,"I would say that i had a difficult teammate who wasn't doing any of their work. i basically ended up doing the whole project myself because i didn't want to fail. i handled it by just staying quiet and finishing it, but i made sure to tell the boss later that i did all the work.",0
HR,q7,How do you handle stress and pressure?,i break the project into small wins it keeps me from feeling overwhelmed and ensures the quality doesn't drop when things get fast,2
HR,q7,How do you handle stress and pressure?,I break the project into small wins. It keeps me from feeling overwhelmed and ensures the quality doesn't drop when things get fast.,2
HR,q7,How do you handle stress and pressure?,I would say that i break the project into small wins. it keeps me from feeling overwhelmed and ensures the quality doesn't drop when things get fast.,2
HR,q7,How do you handle stress and pressure?,I break the project into small wins. It me from feeling and ensures the doesn't drop when things fast.,2
HR,q7,How do you handle stress and pressure?,I would say that i stay organized and focus on my checklist. taking short breaks also helps me keep a clear head during busy weeks.,1
HR,q7,How do you handle stress and pressure?,i stay organized and focus on my checklist taking short breaks also helps me keep a clear head during busy weeks,1
HR,q7,How do you handle stress and pressure?,stay organized and focus on checklist. short also helps me keep a clear head during busy weeks.,1
HR,q7,How do you handle stress and pressure?,I stay organized and focus on my checklist. Taking short breaks also helps me keep a clear head during busy weeks.,1
HR,q7,How do you handle stress and pressure?,i don't really get stressed i just work faster and stay late until the work is finished,0
HR,q7,How do you handle stress and pressure?,I would say that i don't really get stressed. i just work faster and stay late until the work is finished.,0
HR,q7,How do you handle stress and pressure?,I don't get stressed. I just work faster and stay late until the work is,0
HR,q7,How do you handle stress and pressure?,I don't really get stressed. I just work faster and stay late until the work is finished.,0
HR,q7,How do you handle stress and pressure?,I don't really get stressed. I just work faster and stay late until the work means finished.,0
HR,q8,Describe a time you worked successfully in a team.,"I would say that in my college project, i worked with four teammates to build a web app. i handled the frontend and ensured good communication, which helped us complete the project on time.",2
HR,q8,Describe a time you worked successfully in a team.,"In my college project, I worked with four teammates to build a web app. I handled the frontend and ensured good communication, which helped us complete the project on time.",2
HR,q8,Describe a time you worked successfully in a team.,"In my college project, I worked with four teammates to build a web app. handled the frontend ensured good communication, which helped us complete the project on time.",2
HR,q8,Describe a time you worked successfully in a team.,in my college project i worked with four teammates to build a web app i handled the frontend and ensured good communication which helped us complete the project on time,2
HR,q8,Describe a time you worked successfully in a team.,I usually work well with others when given clear tasks.,1
HR,q8,Describe a time you worked successfully in a team.,I would say that i usually work well with others when given clear tasks.,1
HR,q8,Describe a time you worked successfully in a team.,i usually work well with others when given clear tasks,1
HR,q8,Describe a time you worked successfully in a team.,I prefer working alone; don’t like group work.,0
HR,q8,Describe a time you worked successfully in a team.,I prefer working alone; I don’t like group work.,0
HR,q8,Describe a time you worked successfully in a team.,i prefer working alone; i don’t like group work,0
HR,q8,Describe a time you worked successfully in a team.,I would say that i prefer working alone; i don’t like group work.,0
HR,q9,Why should we hire you?,I have the right combination of technical skills and eagerness to learn. I’m confident that I can adapt quickly and contribute to your team’s success,2
HR,q9,Why should we hire you?,I would say that i have the right combination of technical skills and eagerness to learn. i’m confident that i can adapt quickly and contribute to your team’s success,2
HR,q9,Why should we hire you?,i have the right combination of technical skills and eagerness to learn i’m confident that i can adapt quickly and contribute to your team’s success,2
HR,q9,Why should we hire you?,I the combination of technical skills and eagerness to learn. I’m confident that I can adapt quickly and contribute to your team’s success,2
HR,q9,Why should we hire you?,Because I’ll try to do my best and follow instructions.,1
HR,q9,Why should we hire you?,Because I’ll try to do my best and instructions.,1
HR,q9,Why should we hire you?,because i’ll try to do my best and follow instructions,1
HR,q9,Why should we hire you?,I would say that because i’ll try to do my best and follow instructions.,1
HR,q9,Why should we hire you?,because i really need a job,0
HR,q9,Why should we hire you?,Because I really need a job.,0
HR,q9,Why should we hire you?,I would say that because i really need a job.,0
HR,q10,What motivates you at work?,Learning new things and seeing my work make an impact motivates me. I like when my efforts lead to visible improvements or user satisfaction.,2
HR,q10,What motivates you at work?,new things and seeing my work make an impact motivates me. I like when my lead to visible improvements or user satisfaction.,2
HR,q10,What motivates you at work?,I would say that learning new things and seeing my work make an impact motivates me. i like when my efforts lead to visible improvements or user satisfaction.,2
HR,q10,What motivates you at work?,learning new things and seeing my work make an impact motivates me i like when my efforts lead to visible improvements or user satisfaction,2
HR,q10,What motivates you at work?,appreciation from others motivates me,1
HR,q10,What motivates you at work?,Appreciation from others motivates me.,1
HR,q10,What motivates you at work?,I would say that appreciation from others motivates me.,1
HR,q10,What motivates you at work?,I would say that i just work for salary.,0
HR,q10,What motivates you at work?,just work for salary.,0
HR,q10,What motivates you at work?,i just work for salary,0
HR,q10,What motivates you at work?,I just work for salary.,0
HR,q11,How do you prioritize tasks?,i prioritize tasks by urgency and importance often using techniques like the eisenhower matrix to ensure critical deadlines are met,2
HR,q11,How do you prioritize tasks?,"I prioritize tasks by urgency and importance, often using techniques like the Eisenhower Matrix, to ensure critical deadlines are met.",2
HR,q11,How do you prioritize tasks?,"I prioritize tasks by urgency and importance, often using techniques like the Eisenhower Matrix, to ensure critical deadlines refer to met.",2
HR,q11,How do you prioritize tasks?,"I prioritize tasks by urgency and importance, often using techniques like the Eisenhower Matrix, to ensure deadlines are met.",2
HR,q11,How do you prioritize tasks?,"I would say that i prioritize tasks by urgency and importance, often using techniques like the eisenhower matrix, to ensure critical deadlines are met.",2
HR,q11,How do you prioritize tasks?,I usually make a to-do list do the most important things first.,1
HR,q11,How do you prioritize tasks?,I would say that i usually make a to-do list and do the most important things first.,1
HR,q11,How do you prioritize tasks?,i usually make a to-do list and do the most important things first,1
HR,q11,How do you prioritize tasks?,I usually make a to-do list and do the most important things first.,1
HR,q11,How do you prioritize tasks?,I just do whatever comes to my mind,0
HR,q11,How do you prioritize tasks?,I just do whatever task comes to my mind first.,0
HR,q11,How do you prioritize tasks?,i just do whatever task comes to my mind first,0
HR,q11,How do you prioritize tasks?,I would say that i just do whatever task comes to my mind first.,0
HR,q12,Tell me about a mistake you made and what you learned.,i once missed a project deadline due to poor estimation i learned to break tasks into smaller parts and buffer my estimates for unexpected issues,2
HR,q12,Tell me about a mistake you made and what you learned.,I once missed a project deadline due to poor estimation. I learned to break tasks into smaller parts and buffer my estimates for unexpected issues.,2
HR,q12,Tell me about a mistake you made and what you learned.,I once missed a project deadline due to poor estimation. I learned break tasks into parts and buffer estimates for unexpected issues.,2
HR,q12,Tell me about a mistake you made and what you learned.,I would say that i once missed a project deadline due to poor estimation. i learned to break tasks into smaller parts and buffer my estimates for unexpected issues.,2
HR,q12,Tell me about a mistake you made and what you learned.,I made a coding error that broke the build. I learned to be more careful and double-check my work.,1
HR,q12,Tell me about a mistake you made and what you learned.,I would say that i made a coding error that broke the build. i learned to be more careful and double-check my work.,1
HR,q12,Tell me about a mistake you made and what you learned.,i made a coding error that broke the build i learned to be more careful and double-check my work,1
HR,q12,Tell me about a mistake you made and what you learned.,i don't really make mistakes at work,0
HR,q12,Tell me about a mistake you made and what you learned.,I would say that i don't really make mistakes at work.,0
HR,q12,Tell me about a mistake you made and what you learned.,I don't really make mistakes at work.,0
HR,q13,Do you prefer working alone or in a team?,"I would say that i am adaptable depending on the project. i enjoy team collaboration for brainstorming and design, but i also excel at focused, independent work when coding.",2
HR,q13,Do you prefer working alone or in a team?,"I am adaptable depending on the project. I enjoy team collaboration for brainstorming and design, but I also excel at focused, independent work when coding.",2
HR,q13,Do you prefer working alone or in a team?,i am adaptable depending on the project i enjoy team collaboration for brainstorming and design but i also excel at focused independent work when coding,2
HR,q13,Do you prefer working alone or in a team?,"I am adaptable depending on the project. I enjoy collaboration for brainstorming and design, but I also excel at focused, independent work when coding.",2
HR,q13,Do you prefer working alone or in a team?,i like working in a team because it's easier to get help,1
HR,q13,Do you prefer working alone or in a team?,I like working in a team because it's easier to get help.,1
HR,q13,Do you prefer working alone or in a team?,I would say that i like working in a team because it's easier to get help.,1
HR,q13,Do you prefer working alone or in a team?,I would say that i prefer working alone because other people slow me down.,0
HR,q13,Do you prefer working alone or in a team?,I prefer working alone because other people slow me down.,0
HR,q13,Do you prefer working alone or in a team?,I prefer alone because people slow me down.,0
HR,q13,Do you prefer working alone or in a team?,i prefer working alone because other people slow me down,0
HR,q14,Do you have any questions for us?,"I would say that yes, i was wondering what the key priorities are for the person stepping into this role over the first 90 days?",2
HR,q14,Do you have any questions for us?,"Yes, I was wondering what the key priorities are for the person stepping into this role over the first days?",2
HR,q14,Do you have any questions for us?,"Yes, I was wondering what the key priorities refer to for the person stepping into this role over the first 90 days?",2
HR,q14,Do you have any questions for us?,yes i was wondering what the key priorities are for the person stepping into this role over the first 90 days?,2
HR,q14,Do you have any questions for us?,"Yes, I was wondering what the key priorities are for the person stepping into this role over the first 90 days?",2
HR,q14,Do you have any questions for us?,What are the working hours and benefits?,1
HR,q14,Do you have any questions for us?,I would say that what are the working hours and benefits?,1
HR,q14,Do you have any questions for us?,what are the working hours and benefits?,1
HR,q14,Do you have any questions for us?,What refer to the working hours and benefits?,1
HR,q14,Do you have any questions for us?,no i don't have any questions right now,0
HR,q14,Do you have any questions for us?,"No, I don't have any questions right now.",0
HR,q14,Do you have any questions for us?,I don't have any questions right now.,0
HR,q14,Do you have any questions for us?,"I would say that no, i don't have any questions right now.",0
Technical,q15,What is HTML?,html stands for hypertext markup language it provides the standard logical structure and core content for building web pages,2
Technical,q15,What is HTML?,I would say that html stands for hypertext markup language. it provides the standard logical structure and core content for building web pages.,2
Technical,q15,What is HTML?,HTML for HyperText Markup Language. It provides the standard logical structure and core content for building web pages.,2
Technical,q15,What is HTML?,HTML stands for HyperText Markup Language. It provides the standard logical structure and core content for building web pages.,2
Technical,q15,What is HTML?,HTML is the language used to make web,1
Technical,q15,What is HTML?,html is the language used to make web pages,1
Technical,q15,What is HTML?,HTML is the language used to make web pages.,1
Technical,q15,What is HTML?,HTML means the language used to make web pages.,1
Technical,q15,What is HTML?,I would say that html is the language used to make web pages.,1
Technical,q15,What is HTML?,HTML is an operating system for the internet.,0
Technical,q15,What is HTML?,HTML an operating system for the internet.,0
Technical,q15,What is HTML?,HTML means an operating system for the internet.,0
Technical,q15,What is HTML?,html is an operating system for the internet,0
Technical,q15,What is HTML?,I would say that html is an operating system for the internet.,0
Technical,q16,What is CSS and how is it used?,css (cascading style sheets) is used to style and layout web pages altering fonts colors spacing and responsive designs separately from the html structure,2
Technical,q16,What is CSS and how is it used?,"CSS (Cascading Style Sheets) is used to style and layout web pages, altering fonts, colors, spacing, and responsive designs separately from the HTML structure.",2
Technical,q16,What is CSS and how is it used?,"CSS (Cascading Style Sheets) means used to style and layout web pages, altering fonts, colors, spacing, and responsive designs separately from the HTML structure.",2
Technical,q16,What is CSS and how is it used?,"CSS (Cascading Style is used to style and layout pages, altering fonts, colors, spacing, and responsive designs separately from the HTML structure.",2
Technical,q16,What is CSS and how is it used?,"I would say that css (cascading style sheets) is used to style and layout web pages, altering fonts, colors, spacing, and responsive designs separately from the html structure.",2
Technical,q16,What is CSS and how is it used?,css is used to add colors and make the website look pretty,1
Technical,q16,What is CSS and how is it used?,CSS is used to add colors and make the website look pretty.,1
Technical,q16,What is CSS and how is it used?,I would say that css is used to add colors and make the website look pretty.,1
Technical,q16,What is CSS and how is it used?,CSS is used to add colors and make website pretty.,1
Technical,q16,What is CSS and how is it used?,CSS means used to add colors and make the website look pretty.,1
Technical,q16,What is CSS and how is it used?,css is a programming language used for databases,0
Technical,q16,What is CSS and how is it used?,CSS means a programming language used for databases.,0
Technical,q16,What is CSS and how is it used?,CSS is a programming language used for databases.,0
Technical,q16,What is CSS and how is it used?,I would say that css is a programming language used for databases.,0
Technical,q17,What is JavaScript and why is it important?,javascript is a versatile programming language primarily used to create interactive and dynamic content on web pages it is essential for modern web development,2
Technical,q17,What is JavaScript and why is it important?,I would say that javascript is a versatile programming language primarily used to create interactive and dynamic content on web pages. it is essential for modern web development.,2
Technical,q17,What is JavaScript and why is it important?,JavaScript is a versatile programming to create interactive and dynamic content on web It essential for modern web development.,2
Technical,q17,What is JavaScript and why is it important?,JavaScript means a versatile programming language primarily used to create interactive and dynamic content on web pages. It means essential for modern web development.,2
Technical,q17,What is JavaScript and why is it important?,JavaScript is a versatile programming language primarily used to create interactive and dynamic content on web pages. It is essential for modern web development.,2
Technical,q17,What is JavaScript and why is it important?,I would say that javascript is what makes websites interactive and do things when you click.,1
Technical,q17,What is JavaScript and why is it important?,javascript is what makes websites interactive and do things when you click,1
Technical,q17,What is JavaScript and why is it important?,JavaScript what websites interactive and do things when you click.,1
Technical,q17,What is JavaScript and why is it important?,JavaScript is what makes websites interactive and do things when you click.,1
Technical,q17,What is JavaScript and why is it important?,JavaScript means what makes websites interactive and do things when you click.,1
Technical,q17,What is JavaScript and why is it important?,javascript is the same thing as java but for scripts,0
Technical,q17,What is JavaScript and why is it important?,JavaScript means the same thing as Java but for scripts.,0
Technical,q17,What is JavaScript and why is it important?,JavaScript is the same thing as Java but for scripts.,0
Technical,q17,What is JavaScript and why is it important?,I would say that javascript is the same thing as java but for scripts.,0
Technical,q18,What is the DOM?,"The DOM (Document Object Model) is a programming interface for web documents. It represents the page so that programs can change the document structure, style, and content.",2
Technical,q18,What is the DOM?,"I would say that the dom (document object model) is a programming interface for web documents. it represents the page so that programs can change the document structure, style, and content.",2
Technical,q18,What is the DOM?,the dom (document object model) is a programming interface for web documents it represents the page so that programs can change the document structure style and content,2
Technical,q18,What is the DOM?,"The DOM (Document Object Model) means a programming interface for web documents. It represents the page so that programs can change the document structure, style, and content.",2
Technical,q18,What is the DOM?,"The DOM (Document Object Model) is a programming interface for web documents. represents the page so that programs can change the document structure, style, and content.",2
Technical,q18,What is the DOM?,The DOM means the tree of HTML elements on the page.,1
Technical,q18,What is the DOM?,The DOM is tree of HTML on the page.,1
Technical,q18,What is the DOM?,The DOM is the tree of HTML elements on the page.,1
Technical,q18,What is the DOM?,I would say that the dom is the tree of html elements on the page.,1
Technical,q18,What is the DOM?,the dom is the tree of html elements on the page,1
Technical,q18,What is the DOM?,I would say that dom stands for document origin machine.,0
Technical,q18,What is the DOM?,DOM stands for Document Origin Machine.,0
Technical,q18,What is the DOM?,dom stands for document origin machine,0
Technical,q19,What is the difference between frontend and backend?,"I would say that frontend is the user interface and client-side logic that users interact with directly. backend is the server-side architecture, databases, and application logic that powers the frontend.",2
Technical,q19,What is the difference between frontend and backend?,"Frontend is the user interface and client-side logic that users interact with directly. Backend is the server-side architecture, databases, and application logic that powers the frontend.",2
Technical,q19,What is the difference between frontend and backend?,"Frontend means the user interface and client-side logic that users interact with directly. Backend means the server-side architecture, databases, and application logic that powers the frontend.",2
Technical,q19,What is the difference between frontend and backend?,"Frontend is the user interface and client-side logic that users interact with directly. Backend is the server-side architecture, databases, and powers the frontend.",2
Technical,q19,What is the difference between frontend and backend?,frontend is the user interface and client-side logic that users interact with directly backend is the server-side architecture databases and application logic that powers the frontend,2
Technical,q19,What is the difference between frontend and backend?,frontend is what you see on the screen backend is the server and database,1
Technical,q19,What is the difference between frontend and backend?,"Frontend is what see on the screen, backend is the server and database.",1
Technical,q19,What is the difference between frontend and backend?,"Frontend means what you see on the screen, backend means the server and database.",1
Technical,q19,What is the difference between frontend and backend?,"I would say that frontend is what you see on the screen, backend is the server and database.",1
Technical,q19,What is the difference between frontend and backend?,"Frontend is what you see on the screen, backend is the server and database.",1
Technical,q19,What is the difference between frontend and backend?,Frontend is easy and backend is hard.,0
Technical,q19,What is the difference between frontend and backend?,frontend is easy and backend is hard,0
Technical,q19,What is the difference between frontend and backend?,I would say that frontend is easy and backend is hard.,0
Technical,q19,What is the difference between frontend and backend?,Frontend means easy and backend means hard.,0
Technical,q20,What are HTTP methods?,http methods denote actions to be performed on a resource common ones include get (retrieve) post (create) put (update) and delete (remove),2
Technical,q20,What are HTTP methods?,"HTTP methods denote actions to be performed on a resource. Common ones include GET (retrieve), POST (create), PUT (update), and DELETE (remove).",2
Technical,q20,What are HTTP methods?,"HTTP methods denote actions to be performed on a resource. Common ones include GET (retrieve), (create), PUT (update), DELETE (remove).",2
Technical,q20,What are HTTP methods?,"I would say that http methods denote actions to be performed on a resource. common ones include get (retrieve), post (create), put (update), and delete (remove).",2
Technical,q20,What are HTTP methods?,I would say that http methods are things like get and post to send data.,1
Technical,q20,What are HTTP methods?,HTTP methods are things like GET and POST to send data.,1
Technical,q20,What are HTTP methods?,http methods are things like get and post to send data,1
Technical,q20,What are HTTP methods?,HTTP methods refer to things like GET and POST to send data.,1
Technical,q20,What are HTTP methods?,http methods are used to secure websites,0
Technical,q20,What are HTTP methods?,HTTP methods are used to secure websites.,0
Technical,q20,What are HTTP methods?,HTTP methods refer to used to secure websites.,0
Technical,q20,What are HTTP methods?,I would say that http methods are used to secure websites.,0
Technical,q21,What is an API?,An API (Application Programming Interface) is a set rules and protocols that allows different software applications to communicate and share data with each other.,2
Technical,q21,What is an API?,An API (Application Programming Interface) means a set of rules and protocols that allows different software applications to communicate and share data with each other.,2
Technical,q21,What is an API?,I would say that an api (application programming interface) is a set of rules and protocols that allows different software applications to communicate and share data with each other.,2
Technical,q21,What is an API?,an api (application programming interface) is a set of rules and protocols that allows different software applications to communicate and share data with each other,2
Technical,q21,What is an API?,An API (Application Programming Interface) is a set of rules and protocols that allows different software applications to communicate and share data with each other.,2
Technical,q21,What is an API?,An API is a way for apps to to get from a server.,1
Technical,q21,What is an API?,An API means a way for apps to to get data from a server.,1
Technical,q21,What is an API?,an api is a way for apps to to get data from a server,1
Technical,q21,What is an API?,I would say that an api is a way for apps to to get data from a server.,1
Technical,q21,What is an API?,An API is a way for apps to to get data from a server.,1
Technical,q21,What is an API?,An API is a type of website program.,0
Technical,q21,What is an API?,an api is a type of website program,0
Technical,q21,What is an API?,I would say that an api is a type of website program.,0
Technical,q21,What is an API?,is a type website program.,0
Technical,q21,What is an API?,An API means a type of website program.,0
Technical,q22,What is JSON?,"JSON (JavaScript Object Notation) is a lightweight data query and interchange format that is easy for humans to read and write, and easy for machines to parse.",2
Technical,q22,What is JSON?,"I would say that json (javascript object notation) is a lightweight data query and interchange format that is easy for humans to read and write, and easy for machines to parse.",2
Technical,q22,What is JSON?,"JSON (JavaScript Object Notation) means a lightweight data query and interchange format that means easy for humans to read and write, and easy for machines to parse.",2
Technical,q22,What is JSON?,"JSON (JavaScript Object Notation) is a lightweight data and interchange format that is easy for humans to read and write, and easy for machines to parse.",2
Technical,q22,What is JSON?,json (javascript object notation) is a lightweight data query and interchange format that is easy for humans to read and write and easy for machines to parse,2
Technical,q22,What is JSON?,I would say that json is a format to store data in key-value pairs.,1
Technical,q22,What is JSON?,JSON is a format to store data in key-value pairs.,1
Technical,q22,What is JSON?,json is a format to store data in key-value pairs,1
Technical,q22,What is JSON?,JSON a format to store data in pairs.,1
Technical,q22,What is JSON?,JSON means a format to store data in key-value pairs.,1
Technical,q22,What is JSON?,JSON is the creator of JavaScript.,0
Technical,q22,What is JSON?,I would say that json is the creator of javascript.,0
Technical,q22,What is JSON?,json is the creator of javascript,0
Technical,q22,What is JSON?,JSON means the creator of JavaScript.,0
Technical,q22,What is JSON?,is the creator of JavaScript.,0
Technical,q23,What is responsive web design?,I would say that responsive web design is an approach that ensures web pages render well on a variety of devices and window or screen sizes using fluid grids and media queries.,2
Technical,q23,What is responsive web design?,Responsive web design means an approach that ensures web pages render well on a variety of devices and window or screen sizes using fluid grids and media queries.,2
Technical,q23,What is responsive web design?,responsive web design is an approach that ensures web pages render well on a variety of devices and window or screen sizes using fluid grids and media queries,2
Technical,q23,What is responsive web design?,Responsive web design is an approach that ensures web pages render well on a variety of devices and window or screen sizes using fluid grids and media queries.,2
Technical,q23,What is responsive web design?,Responsive web design is an approach that ensures web pages render well on a of devices window or screen sizes using fluid and media queries.,2
Technical,q23,What is responsive web design?,responsive design means a website works on mobile phones and computers',1
Technical,q23,What is responsive web design?,"I would say that responsive design means a website works on mobile phones and computers.',",1
Technical,q23,What is responsive web design?,"Responsive design means a website works on mobile phones and computers.',",1
Technical,q23,What is responsive web design?,"Responsive design means a website works on phones and computers.',",1
Technical,q23,What is responsive web design?,I would say that responsive design means the website loads very fast.,0
Technical,q23,What is responsive web design?,Responsive design means the website loads very fast.,0
Technical,q23,What is responsive web design?,responsive design means the website loads very fast,0
Technical,q24,What is the difference between == and === in JavaScript?,"I would say that in javascript, '==' performs type coercion before checking for equality, while '===' checks for strict equality, meaning both value and type must match exactly.",2
Technical,q24,What is the difference between == and === in JavaScript?,"In JavaScript, '==' performs type checking for equality, while '===' checks for strict equality, meaning both value and type must match exactly.",2
Technical,q24,What is the difference between == and === in JavaScript?,in javascript '==' performs type coercion before checking for equality while '===' checks for strict equality meaning both value and type must match exactly,2
